id,programa,fecha_instalacion,latitud,longitud,colonia,alcaldia
5107,Postes C5,2019-10-15,19.38741,-99.02928,JUAN ESCUTIA III,IZTAPALAPA
5108,Postes C5,2020-01-15,19.36741,-99.02147,SANTA MARTHA ACATITLA,IZTAPALAPA
5109,Postes C5,2019-10-15,19.38259,-99.04336,EJTO CONSTITUCIONALISTA,IZTAPALAPA
5111,Postes C5,2020-01-15,19.38745,-99.04727,EJTO CONSTITUCIONALISTA,IZTAPALAPA
5112,Postes C5,2020-04-15,19.38655,-99.04407,EJTO CONSTITUCIONALISTA II ( U HAB),IZTAPALAPA
5113,Postes C5,2020-01-15,19.38487,-99.04151,CABEZA DE JUAREZ II (U HAB),IZTAPALAPA
5114,Postes C5,2019-07-15,19.3463,-99.02462,STA MA AZTAHUACAN (PBLO),IZTAPALAPA
5115,Postes C5,2019-11-15,19.38661,-99.03101,JUAN ESCUTIA III,IZTAPALAPA
5116,Postes C5,2019-09-15,19.33827,-99.04779,LAS PEAS II,IZTAPALAPA
5117,Postes C5,2019-05-15,19.37545,-99.00948,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA
5118,Postes C5,2019-12-15,19.3681,-99.00289,LA COLMENA,IZTAPALAPA
5119,Postes C5,2019-12-15,19.35925,-99.02067,SAN SEBASTIAN TECOLOXTITLAN (PBLO),IZTAPALAPA
5120,Postes C5,2019-12-15,19.36064,-98.99639,ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA
5121,Postes C5,2020-01-15,19.37369,-99.05215,CHINAMPAC DE JUAREZ III,IZTAPALAPA
5122,Postes C5,2019-12-15,19.39161,-99.048,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",IZTAPALAPA
5124,Postes C5,2019-12-15,19.32677,-99.05392,CONSEJO AGRARISTA MEXICANO II,IZTAPALAPA
5125,Postes C5,2020-02-15,19.31504,-99.04016,LA ESTACION,TLAHUAC
5126,Postes C5,2019-10-15,19.325,-99.079580000000007,CERRO DE LA ESTRELLA I,IZTAPALAPA
5127,Postes C5,2019-05-15,19.31751,-99.07427,AO DE JUAREZ,IZTAPALAPA
5128,Postes C5,2019-10-15,19.29755,-99.07244,JARDINES DE SAN LORENZO,IZTAPALAPA
5129,Postes C5,2019-04-15,19.3382,-99.10208,EL MIRADOR,IZTAPALAPA
5130,Postes C5,2019-11-15,19.31866,-99.06065,LOMAS DE SAN LORENZO II,IZTAPALAPA
5131,Postes C5,2019-07-15,19.32154,-99.0929,LOMAS ESTRELLA 2A SECC II,IZTAPALAPA
5132,Postes C5,2019-09-15,19.3223,-99.09763,LOMAS ESTRELLA 2A SECC II,IZTAPALAPA
5133,Postes C5,2020-01-15,19.34415,-99.06413,CUITLAHUAC (U HAB),IZTAPALAPA
5134,Postes C5,2019-12-15,19.34677,-99.0015,IXTLAHUACAN,IZTAPALAPA
5135,Postes C5,2020-01-15,19.34907,-99.00087,LOMAS DE ZARAGOZA,IZTAPALAPA
5136,Postes C5,2019-11-15,19.30414,-99.07029,SAN ANTONIO (BARR),IZTAPALAPA
5137,Postes C5,2019-12-15,19.3294,-99.04335,DESARROLLO URBANO QUETZALCOATL  II,IZTAPALAPA
5138,Postes C5,2019-08-15,19.41322,-99.06056,PANTITLAN V,IZTACALCO
5139,Postes C5,2019-11-15,19.34318,-98.99757,IXTLAHUACAN,IZTAPALAPA
5140,Postes C5,2019-12-15,19.35002,-98.98623,SAN MIGUEL TEOTONGO II,IZTAPALAPA
5141,Postes C5,2019-11-15,19.3564,-98.99325,LOMAS DE ZARAGOZA,IZTAPALAPA
5142,Postes C5,2019-11-15,19.34551,-98.98126,SAN MIGUEL TEOTONGO II,IZTAPALAPA
5143,Postes C5,2019-03-15,19.33242,-99.02877,PALMITAS,IZTAPALAPA
5144,Postes C5,2019-11-15,19.33717,-99.04277,DESARROLLO URBANO QUETZALCOATL  I,IZTAPALAPA
5145,Postes C5,2020-01-15,19.36294,-99.03115,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5146,Postes C5,2019-09-15,19.32492,-99.04158,DESARROLLO URBANO QUETZALCOATL  III,IZTAPALAPA
5147,Postes C5,2019-05-15,19.3204,-99.07431,AO DE JUAREZ,IZTAPALAPA
5148,Postes C5,2019-10-15,19.31768,-99.05886,LOMAS DE SAN LORENZO I,IZTAPALAPA
5149,Postes C5,2019-12-15,19.32588,-99.05715,CONSEJO AGRARISTA MEXICANO I,IZTAPALAPA
5150,Postes C5,2019-08-15,19.32631,-99.05935,CONSEJO AGRARISTA MEXICANO I,IZTAPALAPA
5151,Postes C5,2019-12-15,19.3261,-99.02877,BUENAVISTA II,IZTAPALAPA
5152,Postes C5,2019-11-15,19.37443,-99.01304,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA
5153,Postes C5,2019-08-15,19.36081,-98.99903,ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA
5154,Postes C5,2020-01-15,19.37554,-99.02065,SANTA MARTHA ACATITLA,IZTAPALAPA
5155,Postes C5,2019-11-15,19.37457,-99.02549,SANTA MARTHA ACATITLA,IZTAPALAPA
5156,Postes C5,2020-01-15,19.36764,-99.01702,SANTA MARTHA ACATITLA,IZTAPALAPA
5157,Postes C5,2019-10-15,19.37553,-99.01598,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA
5158,Postes C5,2019-10-15,19.37676,-99.01365,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA
5159,Postes C5,2019-10-15,19.37132,-99.02602,SANTA MARTHA ACATITLA,IZTAPALAPA
5160,Postes C5,2019-12-15,19.37014,-99.01334,SANTA MARTHA ACATITLA,IZTAPALAPA
5161,Postes C5,2020-01-15,19.37294,-99.02069,SANTA MARTHA ACATITLA,IZTAPALAPA
5162,Postes C5,2019-12-15,19.37832,-99.02264,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5163,Postes C5,2020-01-15,19.38219,-99.0236,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5164,Postes C5,2019-09-15,19.36394,-99.00914,SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA
5165,Postes C5,2020-01-15,19.36987,-98.99619,ERMITA ZARAGOZA (U HAB) II,IZTAPALAPA
5166,Postes C5,2020-01-15,19.36522,-98.99318,ERMITA ZARAGOZA (U HAB) II,IZTAPALAPA
5167,Postes C5,2019-10-15,19.37308,-99.03985,ALVARO OBREGON_(FRACC),IZTAPALAPA
5168,Postes C5,2019-11-15,19.37933,-99.01257,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA
5169,Postes C5,2019-12-15,19.38234,-99.01798,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5170,Postes C5,2019-08-15,19.36923,-99.02661,EJERCITO DE ORIENTE (U HAB) I,IZTAPALAPA
5171,Postes C5,2020-01-15,19.37275,-99.04839,CHINAMPAC DE JUAREZ III,IZTAPALAPA
5172,Postes C5,2019-10-15,19.37146,-99.04566,CHINAMPAC DE JUAREZ II,IZTAPALAPA
5173,Postes C5,2019-04-15,19.36959,-99.04844,RENOVACION,IZTAPALAPA
5174,Postes C5,2020-01-15,19.36566,-99.04773,RENOVACION,IZTAPALAPA
5175,Postes C5,2019-12-15,19.3653,-99.05193,PURISIMA I,IZTAPALAPA
5176,Postes C5,2019-11-15,19.37009,-99.01842,SANTA MARTHA ACATITLA,IZTAPALAPA
5177,Postes C5,2019-12-15,19.3838,-99.02114,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5178,Postes C5,2019-12-15,19.36794,-99.03226,ART 4TO CONSTITUCIONAL (U HAB),IZTAPALAPA
5179,Postes C5,2020-02-15,19.38003,-99.02676,SANTA MARTHA ACATITLA,IZTAPALAPA
5180,Postes C5,2020-01-15,19.38137,-99.02122,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5181,Postes C5,2019-10-15,19.37602,-99.01954,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5182,Postes C5,2019-11-15,19.37445,-99.01919,SANTA MARTHA ACATITLA,IZTAPALAPA
5183,Postes C5,2019-08-15,19.37612,-99.02431,SANTA MARTHA ACATITLA,IZTAPALAPA
5184,Postes C5,2019-04-15,19.37271,-99.02641,SANTA MARTHA ACATITLA,IZTAPALAPA
5185,Postes C5,2019-10-15,19.38161,-99.02579,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA
5186,Postes C5,2019-07-15,19.34072,-99.04217,SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA
5187,Postes C5,2020-01-15,19.36256,-99.00172,ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA
5188,Postes C5,2019-04-15,19.38439,-99.07209,LEYES DE REFORMA 3A SECCION I,IZTAPALAPA
5189,Postes C5,2019-07-15,19.35227,-99.04459,SANTA CRUZ MEYEHUALCO (U HAB) II,IZTAPALAPA
5190,Postes C5,2020-01-15,19.34428,-99.04506,SANTA CRUZ MEYEHUALCO (U HAB) II,IZTAPALAPA
5191,Postes C5,2019-12-15,19.345580000000002,-99.04424,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA
5192,Postes C5,2019-12-15,19.35033,-99.03119,SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA
5193,Postes C5,2020-01-15,19.34225,-99.05292,JACARANDAS,IZTAPALAPA
5194,Postes C5,2019-09-15,19.34853,-99.03238,SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA
5195,Postes C5,2019-12-15,19.34406,-99.03435,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA
5196,Postes C5,2020-01-15,19.34835,-99.03635,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA
5197,Postes C5,2019-11-15,19.34487,-99.03901,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA
5198,Postes C5,2019-12-15,19.33861,-99.03564,SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA
5199,Postes C5,2019-12-15,19.34718,-99.03812,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA
5200,Postes C5,2019-11-15,19.34228,-99.03803,SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA
5201,Postes C5,2019-12-15,19.34693,-99.04104,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA
5202,Postes C5,2020-01-15,19.3587,-99.02741,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5203,Postes C5,2019-03-15,19.35726,-99.04032,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5204,Postes C5,2019-12-15,19.35851,-99.03758,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5205,Postes C5,2020-01-15,19.36041,-99.03373,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5207,Postes C5,2020-01-15,19.35647,-99.03573,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5208,Postes C5,2019-12-15,19.3731,-99.00497,SOLIDARIDAD EL SALADO (U HAB),IZTAPALAPA
5209,Postes C5,2019-11-15,19.3507,-99.04925,JACARANDAS,IZTAPALAPA
5210,Postes C5,2019-10-15,19.35244,-99.03307,SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA
5211,Postes C5,2019-07-15,19.36997,-99.09481,SAN JOSE (BARR),IZTAPALAPA
5212,Postes C5,2020-01-15,19.36248,-99.0236,SANTA MARTHA ACATITLA SUR (AMPL),IZTAPALAPA
5213,Postes C5,2019-11-15,19.36571,-99.02844,FUERTE DE LORETO - LA ANTENA (U HAB),IZTAPALAPA
5214,Postes C5,2019-12-15,19.37224,-99.01631,SANTA MARTHA ACATITLA,IZTAPALAPA
5215,Postes C5,2020-02-15,19.35522,-99.02804,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5216,Postes C5,2020-01-15,19.35658,-99.02548,STA MA AZTAHUACAN (PBLO),IZTAPALAPA
5217,Postes C5,2020-01-15,19.35835,-99.02584,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5218,Postes C5,2019-07-15,19.36829,-99.12478,MODELO (U),IZTAPALAPA
5219,Postes C5,2019-12-15,19.35382,-99.03055,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA
5220,Postes C5,2019-10-15,19.42811,-99.16986,CUAUHTEMOC,CUAUHTEMOC
5221,Postes C5,2019-06-15,19.43161,-99.1684,CUAUHTEMOC,CUAUHTEMOC
5222,Postes C5,2019-07-15,19.43035,-99.17103,CUAUHTEMOC,CUAUHTEMOC
5223,Postes C5,2019-06-15,19.43342,-99.16783,CUAUHTEMOC,CUAUHTEMOC
5224,Postes C5,2019-09-15,19.43282,-99.16304,CUAUHTEMOC,CUAUHTEMOC
5225,Postes C5,2019-06-15,19.43444,-99.16905,CUAUHTEMOC,CUAUHTEMOC
5226,Postes C5,2020-01-15,19.30332,-99.03368,SANTIAGO ZAPOTITLAN (PBLO),TLAHUAC
5227,Postes C5,2019-12-15,19.3037,-99.03871,SAN MIGUEL ZAPOTITLA,TLAHUAC
5228,Postes C5,2019-12-15,19.3664,-99.067,LEYES DE REFORMA 2A SECCION,IZTAPALAPA
5229,Postes C5,2019-11-15,19.30839,-99.04935,LAS ARBOLEDAS,TLAHUAC
5230,Postes C5,2019-08-15,19.29739,-99.05687,LOS OLIVOS,TLAHUAC
5231,Postes C5,2019-10-15,19.30163,-99.06481,EL ROSARIO,IZTAPALAPA
5233,Postes C5,2019-10-15,19.28761,-99.02985,LA CONCHITA II,TLAHUAC
5234,Postes C5,2019-08-15,19.376,-99.08073,PASEOS DE CHURUBUSCO,IZTAPALAPA
5235,Postes C5,2019-12-15,19.33868,-99.0824,SAN JUAN XALPA I,IZTAPALAPA
5236,Postes C5,2019-06-15,19.33236,-99.09796,FUEGO NUEVO,IZTAPALAPA
5237,Postes C5,2019-05-15,19.31314,-99.09444,SAN MARCOS (AMPL),XOCHIMILCO
5238,Postes C5,2019-12-15,19.35068,-99.07493,LOS ANGELES,IZTAPALAPA
5239,Postes C5,2019-08-15,19.35573,-99.095,EL SANTUARIO,IZTAPALAPA
5240,Postes C5,2020-01-15,19.36005,-99.09351,SAN LUCAS (BARR),IZTAPALAPA
5241,Postes C5,2019-05-15,19.32517,-99.09124,LOMAS ESTRELLA 1A SECC (FRACC),IZTAPALAPA
5242,Postes C5,2019-12-15,19.34388,-99.1077,LOS REYES (PBLO),IZTAPALAPA
5243,Postes C5,2019-07-15,19.31881,-99.07565,CERRO DE LA ESTRELLA II,IZTAPALAPA
5244,Postes C5,2019-12-15,19.33764,-99.09823,VALLE DE LUCES I,IZTAPALAPA
5245,Postes C5,2019-08-15,19.33603,-99.11324,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN
5246,Postes C5,2019-12-15,19.391,-99.04668,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",IZTAPALAPA
5247,Postes C5,2019-11-15,19.38854,-99.03154,JUAN ESCUTIA III,IZTAPALAPA
5248,Postes C5,2019-11-15,19.37341,-99.0177,SANTA MARTHA ACATITLA,IZTAPALAPA
5249,Postes C5,2020-02-15,19.36509,-99.00473,ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA
5250,Postes C5,2020-01-15,19.36035,-98.99353,NA,NA
5251,Postes C5,2019-06-15,19.37009,-99.02459,SANTA MARTHA ACATITLA,IZTAPALAPA
5252,Postes C5,2019-12-15,19.37527,-99.0386,ALVARO OBREGON_(FRACC),IZTAPALAPA
5253,Postes C5,2020-01-15,19.33663,-99.05381,LA ERA,IZTAPALAPA
5254,Postes C5,2020-01-15,19.33871,-99.05147,LA ERA,IZTAPALAPA
5255,Postes C5,2020-01-15,19.31592,-99.0817,EL VERGEL,IZTAPALAPA
5256,Postes C5,2019-07-15,19.35571,-99.08597,EL MOLINO_,IZTAPALAPA
5257,Postes C5,2019-12-15,19.3578,-98.99711,LOMAS DE ZARAGOZA,IZTAPALAPA
5258,Postes C5,2019-12-15,19.36209,-99.00305,SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA
5259,Postes C5,2019-12-15,19.17884,-99.03375,SAN LORENZO TLACOYUCAN (PBLO),MILPA ALTA
5260,Postes C5,2019-08-15,19.18508,-99.07084,NA,NA
5261,Postes C5,2019-11-15,19.20356,-99.04031,SAN PEDRO ATOCPAN (PBLO),MILPA ALTA
5262,Postes C5,2019-12-15,19.19049,-99.02836,VILLA MILPA ALTA (PBLO),MILPA ALTA
5263,Postes C5,2019-12-15,19.18901,-99.02077,VILLA MILPA ALTA (PBLO),MILPA ALTA
5264,Postes C5,2019-12-15,19.19698,-99.02987,VILLA MILPA ALTA (PBLO),MILPA ALTA
5265,Postes C5,2019-12-15,19.17538,-99.03403,SAN LORENZO TLACOYUCAN (PBLO),MILPA ALTA
5266,Postes C5,2019-11-15,19.20249,-99.06864,SAN BARTOLOME XICOMULCO (PBLO),MILPA ALTA
5267,Postes C5,2019-09-15,19.18771,-99.07322,NA,NA
5268,Postes C5,2019-10-15,19.19926,-99.10448,SAN ANDRES AHUAYUCAN (PBLO),XOCHIMILCO
5269,Postes C5,2020-01-15,19.21356,-99.06506,SANTA CECILIA TEPETLAPA (PBLO),XOCHIMILCO
5270,Postes C5,2019-10-15,19.20065,-99.00802,SAN FRANCISCO TECOXPA (PBLO),MILPA ALTA
5271,Postes C5,2019-11-15,19.19337,-99.01933,VILLA MILPA ALTA (PBLO),MILPA ALTA
5272,Postes C5,2019-12-15,19.17607,-99.03174,SAN LORENZO TLACOYUCAN (PBLO),MILPA ALTA
5273,Postes C5,2019-10-15,19.20066,-99.05289,SAN PEDRO ATOCPAN (PBLO),MILPA ALTA
5274,Postes C5,2019-09-15,19.18433,-99.01743,VILLA MILPA ALTA (PBLO),MILPA ALTA
5275,Postes C5,2019-08-15,19.18431,-99.07273,NA,NA
5276,Postes C5,2019-09-15,19.19149,-99.09036,SAN SALVADOR CUAUHTENCO (PBLO),MILPA ALTA
5277,Postes C5,2019-08-15,19.19094,-99.02161,VILLA MILPA ALTA (PBLO),MILPA ALTA
5278,Postes C5,2020-01-15,19.19031,-99.02584,VILLA MILPA ALTA (PBLO),MILPA ALTA
5279,Postes C5,2019-12-15,19.18003,-99.02926,SAN LORENZO TLACOYUCAN (PBLO),MILPA ALTA
5280,Postes C5,2019-11-15,19.20655,-99.04944,SAN PEDRO ATOCPAN (PBLO),MILPA ALTA
5281,Postes C5,2020-02-15,19.20182,-99.07019,SAN BARTOLOME XICOMULCO (PBLO),MILPA ALTA
5282,Postes C5,2019-08-15,19.18429,-99.06912,NA,NA
5283,Postes C5,2019-12-15,19.1955,-99.09354,SAN SALVADOR CUAUHTENCO (PBLO),MILPA ALTA
5284,Postes C5,2019-09-15,19.1903,-99.00775,SAN JERONIMO MIACATLAN (PBLO),MILPA ALTA
5285,Postes C5,2019-09-15,19.18899,-99.01805,VILLA MILPA ALTA (PBLO),MILPA ALTA
5286,Postes C5,2019-10-15,19.20931,-99.04728,SAN PEDRO ATOCPAN (PBLO),MILPA ALTA
5287,Postes C5,2019-08-15,19.18319,-99.03197,VILLA MILPA ALTA (PBLO),MILPA ALTA
5288,Postes C5,2019-10-15,19.21069,-98.99775,SAN ANTONIO TECOMITL (PBLO),MILPA ALTA
5289,Postes C5,2019-11-15,19.17067,-99.00103,SANTA ANA TLACOTENCO (PBLO),MILPA ALTA
5290,Postes C5,2020-01-15,19.20337,-99.00278,SAN FRANCISCO TECOXPA (PBLO),MILPA ALTA
5291,Postes C5,2019-05-15,19.28704,-99.12698,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB)",TLALPAN
5292,Postes C5,2019-07-15,19.29745,-99.12162,TRES FUENTES (U HAB),TLALPAN
5293,Postes C5,2019-05-15,19.26747,-99.14255,SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO
5294,Postes C5,2019-08-15,19.30012,-99.25616,LA CARBONERA,LA MAGDALENA CONTRERAS
5295,Postes C5,2019-07-15,19.31942,-99.22875,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS
5296,Postes C5,2019-09-15,19.32293,-99.2181,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS
5297,Postes C5,2019-12-15,19.30646,-99.23303,LA GUADALUPE,LA MAGDALENA CONTRERAS
5298,Postes C5,2019-12-15,19.28688,-99.24115,EL GAVILLERO,LA MAGDALENA CONTRERAS
5299,Postes C5,2019-04-15,19.29504,-99.24206,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS
5300,Postes C5,2019-12-15,19.29614,-99.23833,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS
5301,Postes C5,2019-11-15,19.30839,-99.24174,BARRANCA SECA,LA MAGDALENA CONTRERAS
5303,Postes C5,2019-09-15,19.2931,-99.24571,EL GAVILLERO,LA MAGDALENA CONTRERAS
5304,Postes C5,2019-08-15,19.31588,-99.22997,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS
5305,Postes C5,2019-04-15,19.29681,-99.23479,SAN NICOLAS TOTOLAPAN,LA MAGDALENA CONTRERAS
5306,Postes C5,2019-09-15,19.51135,-99.10232,CTM ATZACOALCO (U HAB),GUSTAVO A. MADERO
5307,Postes C5,2019-12-15,19.48199,-99.10598,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO
5308,Postes C5,2019-06-15,19.47483,-99.12094,ESTRELLA,GUSTAVO A. MADERO
5309,Postes C5,2019-10-15,19.48448,-99.10581,15 DE AGOSTO,GUSTAVO A. MADERO
5310,Postes C5,2019-12-15,19.48679,-99.12317,TEPEYAC INSURGENTES,GUSTAVO A. MADERO
5311,Postes C5,2019-08-15,19.44672,-99.0577,CUCHILLA DEL TESORO,GUSTAVO A. MADERO
5312,Postes C5,2019-08-15,19.48511,-99.11857,TEPEYAC INSURGENTES,GUSTAVO A. MADERO
5313,Postes C5,2019-05-15,19.47043,-99.14454,HEROE DE NACOZARI,GUSTAVO A. MADERO
5314,Postes C5,2020-02-15,19.48751,-99.12428,LINDAVISTA I,GUSTAVO A. MADERO
5315,Postes C5,2019-08-15,19.46806,-99.12375,INDUSTRIAL I,GUSTAVO A. MADERO
5316,Postes C5,2019-10-15,19.44904,-99.08499,SAN JUAN DE ARAGON 2A SECCION (U HAB) I,GUSTAVO A. MADERO
5317,Postes C5,2019-11-15,19.52627,-99.14042,LA PASTORA,GUSTAVO A. MADERO
5318,Postes C5,2020-04-15,19.47826,-99.11968,TEPEYAC INSURGENTES,GUSTAVO A. MADERO
5319,Postes C5,2019-05-15,19.46599,-99.06368,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO
5320,Postes C5,2019-05-15,19.46976,-99.12153,GUADALUPE TEPEYAC,GUSTAVO A. MADERO
5321,Postes C5,2019-08-15,19.468139999999998,-99.1384,VALLEJO I,GUSTAVO A. MADERO
5322,Postes C5,2019-06-15,19.36501,-99.17796,CREDITO CONSTRUCTOR,BENITO JUAREZ
5323,Postes C5,2019-07-15,19.38238,-99.16431,DEL VALLE IV,BENITO JUAREZ
5324,Postes C5,2019-06-15,19.38017,-99.19153,NONOALCO,BENITO JUAREZ
5325,Postes C5,2019-06-15,19.36015,-99.16118,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ
5326,Postes C5,2019-05-15,19.3601,-99.15084,PORTALES IV,BENITO JUAREZ
5327,Postes C5,2019-10-15,19.37434,-99.01725,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA
5328,Postes C5,2019-11-15,19.39141,-99.04616,JUAN ESCUTIA I,IZTAPALAPA
5329,Postes C5,2019-12-15,19.38396,-99.03293,JUAN ESCUTIA III,IZTAPALAPA
5330,Postes C5,2019-04-15,19.36282,-99.1321,SINATEL,IZTAPALAPA
5331,Postes C5,2019-05-15,19.35883,-99.13409,EL PRADO,IZTAPALAPA
5332,Postes C5,2019-05-15,19.36967,-99.12257,EL RETOO,IZTAPALAPA
5333,Postes C5,2019-07-15,19.43285,-99.16574,CUAUHTEMOC,CUAUHTEMOC
5334,Postes C5,2019-08-15,19.42714,-99.17507,CUAUHTEMOC,CUAUHTEMOC
5335,Postes C5,2020-01-15,19.42718,-99.16825,CUAUHTEMOC,CUAUHTEMOC
5336,Postes C5,2019-12-15,19.4255,-99.16966,JUAREZ,CUAUHTEMOC
5337,Postes C5,2019-07-15,19.42925,-99.17338,CUAUHTEMOC,CUAUHTEMOC
5338,Postes C5,2019-08-15,19.42743,-99.17124,CUAUHTEMOC,CUAUHTEMOC
5339,Postes C5,2019-08-15,19.43356,-99.16613,CUAUHTEMOC,CUAUHTEMOC
5340,Postes C5,2020-01-15,19.42745,-99.16747,CUAUHTEMOC,CUAUHTEMOC
5341,Postes C5,2019-08-15,19.42549,-99.16215,JUAREZ,CUAUHTEMOC
5342,Postes C5,2020-01-15,19.4246,-99.16323,JUAREZ,CUAUHTEMOC
5343,Postes C5,2019-12-15,19.43492,-99.14979,CENTRO VIII,CUAUHTEMOC
5344,Postes C5,2019-08-15,19.4265,-99.16422,JUAREZ,CUAUHTEMOC
5345,Postes C5,2019-12-15,19.42452,-99.16812,JUAREZ,CUAUHTEMOC
5346,Postes C5,2019-11-15,19.42593,-99.16544,JUAREZ,CUAUHTEMOC
5347,Postes C5,2020-01-15,19.42551,-99.16363,JUAREZ,CUAUHTEMOC
5348,Postes C5,2019-12-15,19.42516,-99.16669,JUAREZ,CUAUHTEMOC
5349,Postes C5,2019-11-15,19.42821,-99.1608,JUAREZ,CUAUHTEMOC
5350,Postes C5,2020-01-15,19.42891,-99.16253,JUAREZ,CUAUHTEMOC
5351,Postes C5,2019-08-15,19.44401,-99.16063,SANTA MARIA LA RIBERA IV,CUAUHTEMOC
5352,Postes C5,2019-11-15,19.42646,-99.15489,JUAREZ,CUAUHTEMOC
5353,Postes C5,2019-11-15,19.42509,-99.15745,JUAREZ,CUAUHTEMOC
5354,Postes C5,2019-07-15,19.42937,-99.15487,JUAREZ,CUAUHTEMOC
5355,Postes C5,2019-11-15,19.43004,-99.15688,JUAREZ,CUAUHTEMOC
5356,Postes C5,2019-07-15,19.4295,-99.15793,JUAREZ,CUAUHTEMOC
5357,Postes C5,2019-10-15,19.42727,-99.16028,JUAREZ,CUAUHTEMOC
5358,Postes C5,2020-01-15,19.42592,-99.1608,JUAREZ,CUAUHTEMOC
5359,Postes C5,2019-06-15,19.44904,-99.14729,BUENAVISTA I,CUAUHTEMOC
5360,Postes C5,2019-06-15,19.42811,-99.15888,JUAREZ,CUAUHTEMOC
5361,Postes C5,2019-05-15,19.43951,-99.16585,SAN RAFAEL II,CUAUHTEMOC
5362,Postes C5,2019-11-15,19.4271,-99.16271,JUAREZ,CUAUHTEMOC
5363,Postes C5,2019-10-15,19.43262,-99.1545,TABACALERA,CUAUHTEMOC
5364,Postes C5,2019-11-15,19.42397,-99.16453,JUAREZ,CUAUHTEMOC
5365,Postes C5,2020-01-15,19.42659,-99.16815,JUAREZ,CUAUHTEMOC
5366,Postes C5,2020-01-15,19.42425,-99.16625,JUAREZ,CUAUHTEMOC
5367,Postes C5,2019-08-15,19.42314,-99.16896,JUAREZ,CUAUHTEMOC
5368,Postes C5,2019-09-15,19.42334,-99.17061,JUAREZ,CUAUHTEMOC
5369,Postes C5,2019-07-15,19.42664,-99.15663,JUAREZ,CUAUHTEMOC
5370,Postes C5,2020-01-15,19.43131,-99.15778,JUAREZ,CUAUHTEMOC
5371,Postes C5,2019-10-15,19.42902,-99.15654,JUAREZ,CUAUHTEMOC
