id,programa,fecha_instalacion,latitud,longitud,colonia,alcaldia
Cuautepec,Sitios Publicos,2018-12-15,19.53974,-99.14251,ZONA ESCOLAR ORIENTE,GUSTAVO A. MADERO
Moctezuma,Sitios Publicos,2018-12-15,19.43263,-99.09801,MOCTEZUMA 2A SECCION II,VENUSTIANO CARRANZA
San Juan De Aragón,Sitios Publicos,2018-12-15,19.45719,-99.09314,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,GUSTAVO A. MADERO
Villa,Sitios Publicos,2018-12-15,19.4871,-99.11429,VILLA GUSTAVO A MADERO,GUSTAVO A. MADERO
Toxicológico Xochimilco,Sitios Publicos,2018-12-15,19.26485,-99.11495,TIERRA NUEVA,XOCHIMILCO
Toxicológico Venustiano Carranza,Sitios Publicos,2018-12-15,19.42128,-99.06899,CUCHILLA PANTITLAN,VENUSTIANO CARRANZA
Rubén Leñero,Sitios Publicos,2018-12-15,19.45135,-99.1694,SANTO TOMAS,MIGUEL HIDALGO
Plaza De La Igualdad,Sitios Publicos,2018-12-15,19.24327,-98.9954,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC
Plaza Cívica San Pedro Atocpan,Sitios Publicos,2018-12-15,19.20126,-99.04998,SAN PEDRO ATOCPAN (PBLO),MILPA ALTA
Peralvillo,Sitios Publicos,2018-12-15,19.45963,-99.14132,SAN SIMON TOLNAHUAC,CUAUHTEMOC
Parque Lira,Sitios Publicos,2018-12-15,19.40683,-99.19006,OBSERVATORIO,MIGUEL HIDALGO
Parque Ecológico Huayamilpas,Sitios Publicos,2018-12-15,19.32419,-99.15047,AJUSCO HUAYAMILPAS,COYOACAN
Médico Infantil Inguarán,Sitios Publicos,2018-12-15,19.45211,-99.113,FELIPE ANGELES,VENUSTIANO CARRANZA
Medico Infantil De Tláhuac,Sitios Publicos,2018-12-15,19.26583,-98.99903,LA HABANA,TLAHUAC
Magdalena Contreras,Sitios Publicos,2018-12-15,19.31974,-99.23901,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS
Legaria,Sitios Publicos,2018-12-15,19.45096,-99.20266,MEXICO NUEVO,MIGUEL HIDALGO
Instituto De Formación Profesional Edificio Anexo Pb,Sitios Publicos,2018-12-15,19.47048,-99.16026,DEL GAS,AZCAPOTZALCO
Hospital Xochimilco,Sitios Publicos,2018-12-15,19.25413,-99.10551,XALTOCAN (BARR),XOCHIMILCO
Hospital Pediátrico Tacubaya,Sitios Publicos,2018-12-15,19.40257,-99.19082,TACUBAYA,MIGUEL HIDALGO
Hospital Pediátrico Iztapalapa,Sitios Publicos,2018-12-15,19.35669,-99.10765,GRANJAS SAN ANTONIO,IZTAPALAPA
Hospital Pediátrico Iztacalco,Sitios Publicos,2018-12-15,19.40453,-99.12015,SANTA ANITA,IZTACALCO
Hospital Pediátrico Coyoacán,Sitios Publicos,2018-12-15,19.34556,-99.16788,SANTA CATARINA (BARR),COYOACAN
Hospital General Xoco,Sitios Publicos,2018-12-15,19.36003,-99.16239,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ
Explanada Teatro De La Juventud,Sitios Publicos,2018-12-15,19.3906,-99.19525,TOLTECA,ALVARO OBREGON
Explanada San Salvador Cuauhtenco,Sitios Publicos,2018-12-15,19.19249,-99.09023,SAN SALVADOR CUAUHTENCO (PBLO),MILPA ALTA
Enrique Cabrera,Sitios Publicos,2018-12-15,19.36083,-99.22542,LA MARTINICA,ALVARO OBREGON
Deportivo Los Galeana,Sitios Publicos,2018-12-15,19.47823,-99.0771,SAN JUAN DE ARAGON 7 SECC (U HAB) I,GUSTAVO A. MADERO
Centro Regulador De Urgencias,Sitios Publicos,2018-12-15,19.42418,-99.1161,AERONAUTICA MILITAR,VENUSTIANO CARRANZA
Centro Familiar De Santa Catarina,Sitios Publicos,2018-12-15,19.34224,-99.00276,MIGUEL DE LA MADRID HURTADO,IZTAPALAPA
Centro Coyoacán Pb (Corredor Principal),Sitios Publicos,2018-12-15,19.36605,-99.17285,DEL VALLE VII,BENITO JUAREZ
Centro Coyoacán 2O Piso (Recepción),Sitios Publicos,2018-12-15,19.36605,-99.17285,DEL VALLE VII,BENITO JUAREZ
Cendi Rubén Leñero,Sitios Publicos,2018-12-15,19.44732,-99.17753,ANAHUAC I,MIGUEL HIDALGO
Casa Popular De La Juventud,Sitios Publicos,2018-12-15,19.32216,-99.22128,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS
Búnker Pb,Sitios Publicos,2018-12-15,19.42395,-99.14786,DOCTORES I,CUAUHTEMOC
Búnker 5O Piso,Sitios Publicos,2018-12-15,19.42481,-99.14703,DOCTORES I,CUAUHTEMOC
Búnker Área De Comunicación (Prensa),Sitios Publicos,2018-12-15,19.42429,-99.14677,DOCTORES I,CUAUHTEMOC
Belisario Domínguez,Sitios Publicos,2018-12-15,19.30672,-99.06595,SAN LORENZO TEZONCO (PBLO),IZTAPALAPA
Balbuena,Sitios Publicos,2018-12-15,19.42407,-99.11528,AERONAUTICA MILITAR,VENUSTIANO CARRANZA
Azcapotzalco,Sitios Publicos,2018-12-15,19.48449,-99.18779,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO
Alcaldía Benito Juárez,Sitios Publicos,2018-12-15,19.35018,-99.16442,DEL CARMEN,COYOACAN
"H. G. Cuautepec ""La Pastora""",Sitios Publicos,2018-12-15,19.52438312,-99.1395755,LA PASTORA,GUSTAVO A. MADERO
Ticomán,Sitios Publicos,2018-12-15,19.509,-99.1326,LA PURISIMA TICOMAN (BARR),GUSTAVO A. MADERO
Tlapexco,Cablebús L1,2021-07-15,19.53825,-99.14072,GUADALUPE VICTORIA,GUSTAVO A. MADERO
Cuautepec,Cablebús L1,2021-07-15,19.53974,-99.14251,ZONA ESCOLAR ORIENTE,GUSTAVO A. MADERO
Cabina_1,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_2,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_3,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_4,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_5,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_6,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_7,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_8,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_9,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_10,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_11,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_12,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_13,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_14,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_15,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_16,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_17,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_18,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_19,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_20,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_21,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_22,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_23,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_24,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_25,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_26,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_27,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_28,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_29,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_30,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_31,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_32,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_33,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_34,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_35,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_36,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_37,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_38,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_39,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_40,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_41,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_42,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_43,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_44,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_45,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_46,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_47,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_48,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_49,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_50,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_51,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_52,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_53,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_54,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_55,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_56,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_57,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_58,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_59,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_60,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_61,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_62,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_63,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_64,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_65,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_66,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_67,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_68,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_69,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_70,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_71,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_72,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_73,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_74,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_75,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_76,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_77,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_78,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_79,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_80,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_81,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_82,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_83,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_84,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_85,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_86,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_87,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_88,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_89,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_90,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_91,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_92,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_93,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_94,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_95,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_96,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_97,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_98,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_99,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_100,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_101,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_102,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_103,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_104,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_105,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_106,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_107,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_108,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_109,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_110,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_111,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_112,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_113,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_114,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_115,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_116,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_117,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_118,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_119,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_120,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_121,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_122,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_123,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_124,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_125,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_126,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_127,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_128,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_129,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_130,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_131,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_132,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_133,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_134,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_135,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_136,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_137,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_138,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_139,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_140,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_141,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_142,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_143,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_144,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_145,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_146,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_147,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_148,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_149,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_150,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_151,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_152,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_153,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_154,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_155,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_156,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_157,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_158,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_159,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_160,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_161,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_162,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_163,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_164,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_165,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_166,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_167,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_168,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_169,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_170,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_171,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_172,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_173,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_174,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_175,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_176,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_177,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_178,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_179,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_180,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_181,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_182,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_183,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_184,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_185,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_186,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_187,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_188,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_189,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_190,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_191,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_192,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_193,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_194,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_195,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_196,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_197,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_198,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_199,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_200,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_201,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_202,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_203,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_204,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_205,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_206,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_207,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_208,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_209,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_210,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_211,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
Cabina_212,Cablebús L1,2021-07-15,19.4952359,-99.1242495,NA,GUSTAVO A. MADERO
